image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Rabiah_219,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.8,77.13,1.89,0.15,0.0,7.0,63.89,39.9,61.39,15.32,1.62,0.83,0.25,0.06,0.05,150.74,0.21,0.0,2.71,0.0,0.21,1.02,710.1,65.19,0.37,0.92,53.89,0.3,64.47,0.45,20.77,0.51,0.51,0.31,1.01,276.54,78.57,1.87,0.15,0.0,6.69,15.08,1.69,0.84,0.25,0.06,0.05,155.19,0.0,2.79,1.02,704.26,64.26,0.37,0.93,56.15,0.3,64.5,0.46,90.8,0.0,23.42
Rabiah_220,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.83,78.57,1.86,0.15,0.0,7.03,64.59,41.61,60.11,15.51,1.62,0.84,0.25,0.06,0.05,152.85,0.21,0.0,2.73,0.0,0.21,1.04,722.42,65.32,0.37,0.9,54.3,0.31,62.54,0.44,20.96,0.51,0.52,0.31,1.01,284.24,77.01,1.81,0.15,0.0,6.79,15.54,1.65,0.81,0.26,0.06,0.05,155.29,0.0,2.71,1.0,727.58,67.1,0.37,0.9,56.38,0.3,64.61,0.45,93.25,0.0,23.54
Rabiah_221,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.69,77.36,1.86,0.15,0.0,6.82,64.03,41.11,62.22,15.33,1.63,0.83,0.25,0.06,0.05,149.54,0.2,0.0,2.7,0.0,0.21,1.0,727.41,66.64,0.37,0.9,55.55,0.3,64.82,0.44,20.08,0.52,0.51,0.3,1.03,287.89,77.15,1.82,0.15,0.0,6.98,15.15,1.69,0.83,0.25,0.06,0.05,149.71,0.0,2.74,1.0,697.7,66.65,0.38,0.94,56.03,0.3,63.44,0.45,92.59,0.0,23.07
Rabiah_222,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.62,78.19,1.84,0.16,0.0,6.77,66.58,40.28,60.04,15.62,1.62,0.84,0.26,0.06,0.05,151.3,0.2,0.0,2.78,0.0,0.2,1.04,706.13,66.81,0.36,0.91,54.26,0.31,63.77,0.45,20.38,0.52,0.51,0.31,1.02,289.06,76.89,1.9,0.15,0.0,6.99,15.43,1.63,0.8,0.25,0.06,0.05,151.87,0.0,2.76,1.03,721.45,64.2,0.37,0.93,56.27,0.3,61.82,0.46,90.48,0.0,22.94
Rabiah_223,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.82,76.09,1.88,0.16,0.0,6.89,66.61,40.31,62.75,15.04,1.61,0.81,0.26,0.06,0.05,155.16,0.2,0.0,2.73,0.0,0.2,1.01,705.63,64.01,0.37,0.92,54.66,0.3,61.83,0.46,20.87,0.5,0.5,0.3,1.04,283.24,77.57,1.86,0.15,0.0,6.88,14.97,1.68,0.82,0.25,0.06,0.05,155.9,0.0,2.76,1.0,703.73,64.3,0.36,0.94,53.88,0.31,64.98,0.46,93.44,0.0,24.0
Rabiah_224,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.98,75.22,1.87,0.15,0.0,6.81,66.86,40.24,62.04,15.43,1.68,0.82,0.26,0.06,0.05,154.18,0.21,0.0,2.77,0.0,0.21,1.0,710.36,66.43,0.37,0.91,55.99,0.31,64.05,0.45,20.34,0.51,0.51,0.31,1.04,287.19,74.79,1.85,0.15,0.0,7.02,15.18,1.64,0.84,0.25,0.06,0.05,154.25,0.0,2.82,1.01,709.21,65.89,0.37,0.93,54.56,0.3,62.44,0.45,90.28,0.0,23.64
Rabiah_225,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.18,75.38,1.82,0.15,0.0,6.98,64.5,41.51,61.7,15.22,1.68,0.82,0.26,0.06,0.05,150.52,0.2,0.0,2.71,0.0,0.21,1.02,717.38,64.37,0.38,0.94,55.89,0.31,62.78,0.44,20.62,0.5,0.5,0.31,1.0,278.67,78.65,1.84,0.15,0.0,6.75,15.69,1.64,0.82,0.26,0.06,0.05,150.3,0.0,2.78,1.0,730.08,67.04,0.37,0.92,55.56,0.3,62.26,0.44,91.66,0.0,24.0
Rabiah_226,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.25,77.63,1.89,0.15,0.0,6.84,64.02,40.3,62.59,15.06,1.65,0.83,0.25,0.06,0.05,154.33,0.21,0.0,2.69,0.0,0.2,1.05,721.03,66.96,0.37,0.94,56.61,0.31,62.73,0.45,20.73,0.52,0.51,0.31,1.03,278.23,74.92,1.88,0.15,0.0,6.92,15.54,1.62,0.82,0.25,0.06,0.05,150.48,0.0,2.81,1.04,694.38,63.95,0.37,0.92,54.25,0.3,64.87,0.45,93.2,0.0,23.68
Rabiah_227,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.49,77.19,1.87,0.15,0.0,6.85,63.97,40.36,60.63,15.02,1.67,0.82,0.25,0.06,0.05,152.6,0.2,0.0,2.72,0.0,0.2,1.05,706.75,67.07,0.37,0.94,54.06,0.3,61.99,0.44,20.2,0.5,0.51,0.31,1.02,288.77,75.03,1.88,0.15,0.0,6.94,15.66,1.64,0.82,0.25,0.06,0.05,149.73,0.0,2.75,1.0,711.93,64.77,0.37,0.91,55.27,0.3,62.02,0.45,93.35,0.0,24.0
Rabiah_228,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.96,76.78,1.88,0.15,0.0,6.94,67.18,40.25,60.45,15.21,1.61,0.81,0.25,0.06,0.05,153.04,0.2,0.0,2.82,0.0,0.21,1.0,712.57,67.05,0.36,0.93,55.52,0.3,63.36,0.45,20.05,0.52,0.52,0.31,1.02,281.18,78.09,1.83,0.15,0.0,6.94,15.44,1.68,0.83,0.25,0.06,0.05,149.35,0.0,2.81,1.02,699.75,66.8,0.38,0.93,55.28,0.3,62.01,0.44,93.23,0.0,23.46
Rabiah_229,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.3,77.58,1.88,0.15,0.0,6.81,64.24,41.35,60.88,15.35,1.64,0.8,0.26,0.06,0.05,150.57,0.21,0.0,2.75,0.0,0.21,1.03,695.25,66.78,0.36,0.9,54.32,0.3,64.04,0.46,20.48,0.51,0.52,0.3,1.02,282.59,76.19,1.9,0.15,0.0,6.92,15.32,1.62,0.83,0.26,0.06,0.05,154.12,0.0,2.77,1.02,715.99,64.84,0.36,0.91,55.38,0.3,63.13,0.45,92.63,0.0,23.14
Rabiah_230,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.99,76.2,1.86,0.15,0.0,6.99,64.78,40.08,60.19,15.39,1.62,0.83,0.25,0.06,0.05,152.51,0.21,0.0,2.7,0.0,0.21,1.01,725.78,65.6,0.36,0.91,54.98,0.3,61.91,0.45,20.86,0.51,0.52,0.31,1.02,284.1,78.61,1.88,0.15,0.0,6.72,15.42,1.69,0.84,0.25,0.06,0.05,154.88,0.0,2.76,1.01,698.38,64.36,0.36,0.94,54.56,0.3,61.94,0.46,90.65,0.0,24.06
Rabiah_231,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.85,78.09,1.81,0.15,0.0,6.79,66.73,41.22,60.92,15.21,1.69,0.84,0.26,0.06,0.05,152.88,0.21,0.0,2.82,0.0,0.2,1.05,701.76,65.52,0.36,0.91,56.11,0.3,62.01,0.45,20.42,0.51,0.5,0.3,1.02,288.59,75.48,1.83,0.15,0.0,6.83,15.36,1.68,0.81,0.26,0.06,0.05,151.51,0.0,2.7,1.04,699.44,64.72,0.37,0.93,54.87,0.3,61.98,0.44,93.42,0.0,23.34
Rabiah_232,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.01,75.95,1.81,0.15,0.0,6.74,66.75,39.93,61.35,15.31,1.66,0.81,0.25,0.06,0.05,153.75,0.21,0.0,2.74,0.0,0.21,1.04,701.18,65.33,0.38,0.94,56.68,0.3,63.46,0.46,20.47,0.52,0.5,0.31,1.01,289.51,75.61,1.81,0.16,0.0,6.72,15.1,1.66,0.82,0.25,0.06,0.05,155.89,0.0,2.75,1.0,706.69,66.29,0.37,0.93,54.91,0.3,64.5,0.45,90.57,0.0,24.03
Rabiah_233,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.05,78.31,1.81,0.15,0.0,6.92,66.15,40.95,61.72,15.19,1.67,0.82,0.26,0.06,0.05,151.93,0.2,0.0,2.78,0.0,0.21,1.01,700.0,64.02,0.37,0.9,54.73,0.3,63.53,0.46,20.21,0.52,0.5,0.31,1.05,286.91,75.47,1.84,0.15,0.0,6.87,15.55,1.61,0.83,0.25,0.06,0.05,155.69,0.0,2.73,1.04,725.09,63.92,0.36,0.9,56.47,0.3,63.97,0.45,93.33,0.0,23.46
Rabiah_234,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.68,75.33,1.87,0.15,0.0,6.75,64.64,41.5,62.72,15.06,1.66,0.83,0.25,0.06,0.05,152.15,0.2,0.0,2.82,0.0,0.21,1.03,703.57,66.5,0.38,0.93,55.66,0.3,63.46,0.46,20.56,0.51,0.51,0.31,1.03,287.18,75.19,1.84,0.15,0.0,6.92,15.22,1.69,0.84,0.25,0.06,0.05,153.96,0.0,2.83,1.04,714.58,66.0,0.36,0.94,54.65,0.3,63.75,0.44,89.15,0.0,23.84
Rabiah_235,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.96,75.07,1.86,0.16,0.0,6.85,64.88,40.89,61.92,15.2,1.67,0.84,0.26,0.06,0.05,154.57,0.2,0.0,2.83,0.0,0.2,1.01,720.88,65.18,0.36,0.9,54.3,0.3,64.7,0.45,20.43,0.52,0.5,0.3,1.05,284.78,75.81,1.8,0.15,0.0,6.79,15.74,1.66,0.82,0.25,0.06,0.05,149.82,0.0,2.78,1.0,724.31,65.01,0.37,0.92,55.71,0.3,63.85,0.44,91.43,0.0,23.83
Rabiah_236,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.35,78.43,1.84,0.16,0.0,6.99,66.89,40.14,60.52,15.24,1.69,0.82,0.26,0.06,0.05,150.75,0.21,0.0,2.8,0.0,0.21,1.03,710.97,65.63,0.37,0.94,55.0,0.31,64.29,0.44,20.93,0.52,0.51,0.31,1.03,281.85,76.55,1.89,0.16,0.0,7.01,15.14,1.67,0.82,0.25,0.06,0.05,148.7,0.0,2.81,1.03,717.07,65.44,0.38,0.92,53.93,0.31,64.17,0.45,89.37,0.0,23.73
Rabiah_237,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.26,75.65,1.88,0.15,0.0,6.79,63.84,41.92,62.31,15.09,1.68,0.8,0.26,0.06,0.05,148.78,0.2,0.0,2.73,0.0,0.2,1.0,718.86,66.51,0.37,0.92,56.2,0.3,64.11,0.44,20.4,0.51,0.52,0.3,1.02,278.29,77.31,1.81,0.16,0.0,6.94,15.13,1.69,0.82,0.25,0.06,0.05,152.56,0.0,2.73,1.04,703.1,65.85,0.36,0.92,56.45,0.3,63.02,0.45,89.69,0.0,23.01
Rabiah_238,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.25,76.42,1.86,0.16,0.0,6.73,66.29,41.36,60.61,15.3,1.63,0.83,0.26,0.06,0.05,153.04,0.2,0.0,2.73,0.0,0.21,1.01,718.15,66.21,0.37,0.93,54.61,0.31,63.96,0.46,20.48,0.51,0.51,0.31,1.02,286.22,74.98,1.81,0.15,0.0,7.01,15.51,1.62,0.81,0.26,0.06,0.05,152.36,0.0,2.8,1.02,722.59,66.74,0.37,0.92,54.26,0.3,64.58,0.44,93.39,0.0,23.72
Rabiah_239,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.22,78.66,1.88,0.15,0.0,6.86,66.22,41.27,62.4,15.48,1.66,0.83,0.26,0.06,0.05,150.21,0.2,0.0,2.78,0.0,0.2,1.03,723.0,66.09,0.37,0.91,56.51,0.31,64.23,0.45,19.95,0.5,0.5,0.31,1.01,281.67,76.09,1.83,0.15,0.0,6.73,15.04,1.66,0.83,0.26,0.06,0.05,156.42,0.0,2.7,1.0,697.98,65.1,0.38,0.9,53.95,0.31,63.63,0.44,91.77,0.0,23.86
Rabiah_240,Rabiah,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.03,75.09,1.9,0.15,0.0,6.7,64.64,41.28,61.3,15.47,1.68,0.82,0.25,0.06,0.05,148.58,0.2,0.0,2.78,0.0,0.21,1.04,703.54,65.19,0.36,0.92,55.51,0.3,64.37,0.44,20.74,0.51,0.52,0.31,1.01,287.31,75.62,1.83,0.15,0.0,6.79,15.24,1.67,0.82,0.26,0.06,0.05,152.44,0.0,2.77,1.03,717.18,65.16,0.38,0.92,54.81,0.3,62.65,0.45,89.01,0.0,23.12
Safawi_001,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.78,78.53,1.87,0.15,0.0,6.99,65.53,39.97,62.14,15.38,1.63,0.84,0.26,0.06,0.05,150.01,0.2,0.0,2.79,0.0,0.21,1.0,693.96,63.87,0.37,0.9,55.79,0.3,64.37,0.44,20.34,0.52,0.52,0.3,1.0,282.25,75.07,1.86,0.15,0.0,6.8,15.29,1.62,0.81,0.25,0.06,0.05,155.41,0.0,2.77,1.02,711.77,64.82,0.37,0.94,54.13,0.31,63.17,0.46,93.41,0.0,23.3
Safawi_002,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.8,78.72,1.81,0.15,0.0,6.85,66.29,39.93,62.8,15.53,1.63,0.82,0.25,0.06,0.05,153.31,0.21,0.0,2.72,0.0,0.21,1.02,709.38,64.9,0.37,0.92,55.02,0.3,64.79,0.45,20.86,0.5,0.51,0.3,1.02,283.92,76.16,1.82,0.15,0.0,6.72,15.21,1.67,0.82,0.25,0.06,0.05,148.83,0.0,2.71,1.04,729.57,66.01,0.37,0.93,55.22,0.3,63.17,0.44,91.82,0.0,23.53
Safawi_003,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.71,77.79,1.86,0.15,0.0,6.99,65.69,40.62,62.57,15.12,1.66,0.83,0.25,0.06,0.05,153.48,0.2,0.0,2.82,0.0,0.21,1.0,727.28,64.31,0.38,0.93,56.31,0.3,64.67,0.44,20.13,0.51,0.5,0.31,1.01,286.65,75.77,1.89,0.15,0.0,6.84,15.33,1.61,0.81,0.25,0.06,0.05,152.27,0.0,2.78,1.04,717.4,64.82,0.37,0.9,56.45,0.3,64.97,0.45,93.4,0.0,22.99
Safawi_004,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.16,77.87,1.88,0.16,0.0,7.01,65.29,40.46,60.16,15.45,1.65,0.84,0.26,0.06,0.05,154.64,0.21,0.0,2.72,0.0,0.2,1.02,695.76,65.13,0.37,0.9,55.59,0.31,62.93,0.44,20.65,0.51,0.52,0.31,1.03,288.26,75.73,1.9,0.16,0.0,6.74,14.96,1.69,0.83,0.25,0.06,0.05,154.52,0.0,2.71,1.01,729.12,65.22,0.37,0.91,56.4,0.3,62.65,0.44,90.26,0.0,23.6
Safawi_005,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.93,78.34,1.83,0.15,0.0,6.73,65.16,40.56,61.34,15.67,1.63,0.81,0.25,0.06,0.05,150.45,0.2,0.0,2.78,0.0,0.2,1.02,727.6,64.24,0.38,0.93,54.11,0.3,64.87,0.44,20.69,0.51,0.5,0.31,1.03,280.81,76.64,1.89,0.15,0.0,6.85,15.23,1.63,0.82,0.26,0.06,0.05,149.38,0.0,2.73,1.0,717.31,63.89,0.37,0.94,54.24,0.3,63.56,0.44,92.04,0.0,23.75
Safawi_006,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.02,76.67,1.88,0.16,0.0,6.87,64.12,39.98,61.03,15.44,1.67,0.81,0.25,0.06,0.05,152.13,0.21,0.0,2.8,0.0,0.21,1.05,699.48,64.88,0.38,0.9,56.3,0.3,63.21,0.45,20.7,0.51,0.51,0.31,1.0,281.18,76.49,1.84,0.15,0.0,6.95,15.67,1.68,0.84,0.25,0.06,0.05,155.92,0.0,2.71,1.04,720.22,66.7,0.37,0.94,53.94,0.3,62.09,0.46,93.24,0.0,23.37
Safawi_007,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.91,76.51,1.89,0.16,0.0,6.91,65.77,39.92,61.06,14.98,1.61,0.83,0.25,0.06,0.05,155.47,0.2,0.0,2.72,0.0,0.2,1.0,694.7,64.71,0.38,0.91,54.51,0.3,63.88,0.46,20.96,0.5,0.51,0.31,1.04,282.97,76.26,1.88,0.15,0.0,6.77,15.71,1.67,0.84,0.26,0.06,0.05,153.73,0.0,2.72,1.02,695.27,65.97,0.38,0.93,54.21,0.31,64.79,0.46,92.72,0.0,23.99
Safawi_008,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.66,78.15,1.88,0.15,0.0,6.8,65.28,40.57,61.73,15.35,1.68,0.81,0.26,0.06,0.05,154.52,0.21,0.0,2.77,0.0,0.2,1.01,719.61,65.38,0.36,0.92,56.65,0.3,64.59,0.46,20.48,0.51,0.51,0.31,1.05,283.58,75.02,1.86,0.15,0.0,6.83,15.19,1.65,0.8,0.25,0.06,0.05,152.26,0.0,2.82,1.05,707.92,67.1,0.36,0.94,54.0,0.3,62.38,0.46,89.09,0.0,23.3
Safawi_009,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.84,77.47,1.84,0.15,0.0,6.94,63.95,41.41,60.31,15.44,1.67,0.8,0.26,0.06,0.05,155.93,0.21,0.0,2.75,0.0,0.2,1.0,715.56,64.08,0.36,0.94,54.89,0.3,64.27,0.45,20.09,0.52,0.52,0.31,1.04,280.1,75.66,1.86,0.15,0.0,6.87,15.41,1.67,0.84,0.25,0.06,0.05,154.05,0.0,2.71,1.0,714.05,64.87,0.37,0.91,54.64,0.3,61.88,0.46,92.6,0.0,23.72
Safawi_010,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.14,77.01,1.85,0.16,0.0,6.99,67.06,41.72,61.12,15.01,1.67,0.81,0.26,0.06,0.05,151.58,0.2,0.0,2.7,0.0,0.21,1.02,698.74,66.7,0.36,0.92,54.4,0.3,63.99,0.44,20.71,0.51,0.51,0.3,1.02,281.73,75.24,1.88,0.15,0.0,6.7,15.58,1.66,0.84,0.26,0.06,0.05,154.96,0.0,2.81,1.02,699.54,67.04,0.38,0.91,54.63,0.3,63.49,0.44,89.9,0.0,23.22
Safawi_011,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",277.53,77.32,1.87,0.16,0.0,6.94,66.78,41.51,62.47,15.68,1.65,0.82,0.25,0.06,0.05,153.78,0.2,0.0,2.7,0.0,0.21,1.04,723.01,64.12,0.36,0.91,55.1,0.3,63.13,0.46,20.37,0.5,0.51,0.3,1.0,286.87,75.75,1.85,0.16,0.0,6.91,15.07,1.65,0.84,0.26,0.06,0.05,149.31,0.0,2.75,1.02,727.36,66.33,0.36,0.91,55.2,0.3,62.66,0.44,91.95,0.0,23.23
Safawi_012,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.25,77.76,1.86,0.15,0.0,6.97,66.34,41.12,60.4,15.52,1.69,0.83,0.26,0.06,0.05,153.53,0.2,0.0,2.7,0.0,0.21,1.03,719.63,64.71,0.37,0.91,56.45,0.3,61.94,0.44,20.54,0.52,0.52,0.31,1.01,276.19,76.7,1.86,0.16,0.0,6.78,15.73,1.68,0.85,0.26,0.06,0.05,149.34,0.0,2.78,1.0,720.47,66.94,0.37,0.91,56.14,0.3,63.95,0.45,91.68,0.0,23.14
Safawi_013,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.84,76.56,1.83,0.15,0.0,6.77,64.7,41.43,60.01,15.62,1.64,0.81,0.26,0.06,0.05,150.97,0.2,0.0,2.74,0.0,0.21,1.0,708.48,65.67,0.36,0.94,55.36,0.3,64.73,0.46,20.74,0.52,0.5,0.3,1.02,281.75,77.66,1.9,0.15,0.0,6.83,15.71,1.67,0.81,0.25,0.06,0.05,155.03,0.0,2.83,1.05,724.8,63.9,0.36,0.93,54.9,0.31,62.21,0.45,92.74,0.0,23.77
Safawi_014,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.85,76.18,1.84,0.15,0.0,6.86,64.78,40.84,61.32,15.67,1.61,0.84,0.26,0.06,0.05,151.78,0.2,0.0,2.72,0.0,0.21,1.05,728.59,64.85,0.37,0.92,55.3,0.3,63.94,0.46,20.89,0.5,0.5,0.31,1.02,288.22,76.54,1.85,0.15,0.0,6.78,15.15,1.67,0.82,0.25,0.06,0.05,154.28,0.0,2.79,1.03,724.86,65.91,0.37,0.92,56.67,0.3,61.84,0.46,92.36,0.0,23.37
Safawi_015,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.31,75.98,1.88,0.15,0.0,6.98,64.47,40.13,62.54,15.09,1.66,0.85,0.26,0.06,0.05,153.18,0.21,0.0,2.83,0.0,0.21,1.0,719.5,65.66,0.36,0.92,55.13,0.3,63.3,0.46,20.46,0.52,0.5,0.31,1.03,283.2,78.25,1.85,0.15,0.0,6.7,15.01,1.64,0.83,0.26,0.06,0.05,151.38,0.0,2.74,1.01,726.68,66.3,0.37,0.92,54.58,0.3,63.22,0.44,90.26,0.0,23.26
Safawi_016,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.73,75.22,1.85,0.16,0.0,6.92,66.01,40.44,61.3,15.24,1.64,0.83,0.25,0.06,0.05,151.96,0.21,0.0,2.82,0.0,0.21,1.04,697.19,65.94,0.37,0.91,56.32,0.31,62.19,0.46,20.87,0.5,0.52,0.3,1.04,288.23,76.39,1.87,0.15,0.0,6.72,15.37,1.62,0.83,0.25,0.06,0.05,156.42,0.0,2.77,1.03,724.38,66.09,0.38,0.94,56.52,0.31,62.17,0.45,93.21,0.0,23.28
Safawi_017,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.31,76.62,1.9,0.16,0.0,6.99,65.5,40.84,62.31,15.53,1.65,0.82,0.26,0.06,0.05,155.62,0.21,0.0,2.83,0.0,0.21,1.04,714.65,64.92,0.37,0.91,55.22,0.3,62.69,0.45,20.58,0.51,0.52,0.31,1.03,277.61,74.88,1.82,0.16,0.0,6.88,15.51,1.65,0.81,0.25,0.06,0.05,153.95,0.0,2.76,1.02,711.48,64.58,0.38,0.9,56.49,0.3,62.08,0.46,89.7,0.0,24.0
Safawi_018,Safawi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.51,75.46,1.86,0.15,0.0,6.89,64.38,41.58,60.76,15.12,1.64,0.83,0.26,0.06,0.05,154.29,0.21,0.0,2.82,0.0,0.2,1.02,705.12,65.17,0.37,0.92,54.95,0.3,63.34,0.45,20.23,0.5,0.5,0.31,1.02,280.78,76.7,1.9,0.15,0.0,6.7,15.59,1.67,0.82,0.26,0.06,0.05,153.17,0.0,2.81,1.0,725.06,66.29,0.38,0.93,54.0,0.31,62.88,0.46,93.02,0.0,23.77
